loss,pineapple_AP,snake_fruit_AP,dragon_fruit_AP,banana_AP,mAP
81.13776550292968,0.0,0.0,0.0,0.0,0.0
80.86042938232421,0.003246753476560116,0.0,0.0,0.0,0.000811688369140029
80.76187591552734,0.0,0.0,0.0,0.0,0.0
81.17395706176758,0.0,0.0,0.0,0.0,0.0
80.79470520019531,0.0,0.0,0.0,0.0,0.0
81.04293823242188,0.0,0.0,0.0,0.0,0.0
80.65855102539062,0.0,0.0,0.0,0.0,0.0
80.80999221801758,0.0,0.0,0.0,0.0,0.0
81.86843757629394,0.0,0.0,0.0,0.0,0.0
82.25842399597168,0.0,0.0,0.0,0.0,0.0
80.60849456787109,0.0,0.0,0.0,0.0,0.0
80.27147254943847,0.0,0.0,0.0,0.0,0.0
80.1230682373047,0.005681818351149559,0.0,0.0,0.0,0.0014204545877873898
80.6477180480957,0.0,0.0,0.0,0.0,0.0
80.48363952636718,0.01515151560306549,0.0,0.0,0.0,0.0037878789007663727
80.58888092041016,0.0,0.0,0.0,0.0,0.0
80.16451759338379,0.01818181946873665,0.0,0.0,0.0,0.004545454867184162
80.68407287597657,0.0,0.0,0.0,0.0,0.0
79.88116149902343,0.0,0.0,0.0,0.0,0.0
81.58767051696778,0.0,0.0,0.0,0.0,0.0
80.81346893310547,0.0,0.0,0.0,0.0,0.0
80.1872947692871,0.0,0.0,0.0,0.0,0.0
80.11538505554199,0.0031347963958978653,0.0,0.0,0.0,0.0007836990989744663
79.91098861694336,0.0,0.0,0.0,0.0,0.0
80.14979248046875,0.0,0.0,0.0,0.0,0.0
79.87096290588379,0.003246753476560116,0.0,0.0,0.0,0.000811688369140029
79.48004035949707,0.0,0.0,0.0,0.0,0.0
79.39348373413085,0.0,0.0,0.0,0.0,0.0
79.33764152526855,0.0,0.0,0.0,0.0,0.0
79.33332786560058,0.0,0.0,0.0,0.0,0.0
79.31778259277344,0.0,0.0,0.0,0.0,0.0
79.31171798706055,0.0,0.0,0.0,0.0,0.0
79.31580200195313,0.0,0.0,0.0,0.0,0.0
79.29252777099609,0.0,0.0,0.0,0.0,0.0
79.34921455383301,0.0,0.0,0.0,0.0,0.0
79.27005767822266,0.0,0.0,0.0,0.0,0.0
79.2930809020996,0.0,0.0,0.0,0.0,0.0
79.30562210083008,0.0,0.0,0.0,0.0,0.0
79.24593124389648,0.0,0.0,0.0,0.0,0.0
79.29767074584962,0.0,0.0,0.0,0.0,0.0
79.27049827575684,0.0,0.0,0.0,0.0,0.0
79.28481750488281,0.0,0.0,0.0,0.0,0.0
79.27269401550294,0.0,0.0,0.0,0.0,0.0
79.27938079833984,0.0,0.0,0.0,0.0,0.0
79.28710708618163,0.0031347963958978653,0.0,0.0,0.0,0.0007836990989744663
79.23568687438964,0.0031347963958978653,0.0,0.0,0.0,0.0007836990989744663
79.22159271240234,0.003030303167179227,0.0,0.0,0.0,0.0007575757917948067
79.21281051635742,0.0,0.0,0.0,0.0,0.0
79.21379508972169,0.0,0.0,0.0,0.0,0.0
79.21636505126953,0.0,0.0,0.0,0.0,0.0
79.21405181884765,0.0,0.0,0.0,0.0,0.0
79.21114921569824,0.0,0.0,0.0,0.0,0.0
79.21213989257812,0.0,0.0,0.0,0.0,0.0
79.20928611755372,0.0,0.0,0.0,0.0,0.0
79.20869903564453,0.0,0.0,0.0,0.0,0.0
79.20832138061523,0.0,0.0,0.0,0.0,0.0
79.20769653320312,0.0,0.0,0.0,0.0,0.0
79.20709838867188,0.0,0.0,0.0,0.0,0.0
79.20742988586426,0.0,0.0,0.0,0.0,0.0
79.20712089538574,0.0,0.0,0.0,0.0,0.0
79.20727081298828,0.0,0.0,0.0,0.0,0.0
79.2083137512207,0.0,0.0,0.0,0.0,0.0
79.20701217651367,0.0,0.0,0.0,0.0,0.0
79.206986618042,0.0,0.0,0.0,0.0,0.0
79.20706558227539,0.0,0.0,0.0,0.0,0.0
79.20699691772461,0.0,0.0,0.0,0.0,0.0
79.2070426940918,0.0,0.0,0.0,0.0,0.0
79.20736236572266,0.0,0.0,0.0,0.0,0.0
79.20707550048829,0.0,0.0,0.0,0.0,0.0
79.20647850036622,0.0,0.0,0.0,0.0,0.0
79.2064437866211,0.0,0.0,0.0,0.0,0.0
79.20691719055176,0.0,0.0,0.0,0.0,0.0
79.20672302246093,0.0,0.0,0.0,0.0,0.0
79.20697326660157,0.0,0.0,0.0,0.0,0.0
79.20703468322753,0.0,0.0,0.0,0.0,0.0
79.20670471191406,0.0,0.0,0.0,0.0,0.0
79.20673141479492,0.0,0.0,0.0,0.0,0.0
79.20630722045898,0.0,0.0,0.0,0.0,0.0
79.20651550292969,0.0,0.0,0.0,0.0,0.0
79.20662422180176,0.0,0.0,0.0,0.0,0.0
79.20643730163575,0.0,0.0,0.0,0.0,0.0
79.20664520263672,0.0,0.0,0.0,0.0,0.0
79.20643577575683,0.0,0.0,0.0,0.0,0.0
79.20639724731446,0.0,0.0,0.0,0.0,0.0
79.20611038208008,0.0,0.0,0.0,0.0,0.0
79.20628662109375,0.0,0.0,0.0,0.0,0.0
79.2064598083496,0.0,0.0,0.0,0.0,0.0
79.20611801147462,0.0,0.0,0.0,0.0,0.0
79.2062759399414,0.0,0.0,0.0,0.0,0.0
79.20613708496094,0.0,0.0,0.0,0.0,0.0
79.20622253417969,0.0,0.0,0.0,0.0,0.0
79.20603256225586,0.0,0.0,0.0,0.0,0.0
79.20587844848633,0.0,0.0,0.0,0.0,0.0
79.2061092376709,0.0,0.0,0.0,0.0,0.0
79.20605506896973,0.0,0.0,0.0,0.0,0.0
79.2057098388672,0.0,0.0,0.0,0.0,0.0
79.20629119873047,0.0,0.0,0.0,0.0,0.0
79.20603256225586,0.0,0.0,0.0,0.0,0.0
79.20621147155762,0.0,0.0,0.0,0.0,0.0
79.20624542236328,0.0,0.0,0.0,0.0,0.0
79.20629119873047,0.0,0.0,0.0,0.0,0.0
79.20584983825684,0.0,0.0,0.0,0.0,0.0
79.2054874420166,0.0,0.0,0.0,0.0,0.0
79.20616569519044,0.0,0.0,0.0,0.0,0.0
79.20543785095215,0.0,0.0,0.0,0.0,0.0
79.20567626953125,0.0,0.0,0.0,0.0,0.0
79.20660133361817,0.0,0.0,0.0,0.0,0.0
79.20598449707032,0.0,0.0,0.0,0.0,0.0
79.20531158447265,0.0,0.0,0.0,0.0,0.0
79.20523300170899,0.0,0.0,0.0,0.0,0.0
79.20537567138672,0.0,0.0,0.0,0.0,0.0
79.20605926513672,0.0,0.0,0.0,0.0,0.0
79.20511627197266,0.0,0.0,0.0,0.0,0.0
79.2057315826416,0.0,0.0,0.0,0.0,0.0
79.20562744140625,0.0,0.0,0.0,0.0,0.0
79.20542068481446,0.0,0.0,0.0,0.0,0.0
79.20478591918945,0.0,0.0,0.0,0.0,0.0
79.20504760742188,0.0,0.0,0.0,0.0,0.0
79.20480346679688,0.0,0.0,0.0,0.0,0.0
79.2050994873047,0.0,0.0,0.0,0.0,0.0
79.20498008728028,0.0,0.0,0.0,0.0,0.0
79.20476150512695,0.0,0.0,0.0,0.0,0.0
79.2051010131836,0.0,0.0,0.0,0.0,0.0
79.20495338439942,0.0,0.0,0.0,0.0,0.0
79.20489730834962,0.0,0.0,0.0,0.0,0.0
79.20483512878418,0.0,0.0,0.0,0.0,0.0
79.20493850708007,0.0,0.0,0.0,0.0,0.0
79.20484657287598,0.0,0.0,0.0,0.0,0.0
79.20549545288085,0.0,0.0,0.0,0.0,0.0
79.20499610900879,0.0,0.0,0.0,0.0,0.0
79.20457572937012,0.0,0.0,0.0,0.0,0.0
79.20485229492188,0.0,0.0,0.0,0.0,0.0
79.20473976135254,0.0,0.0,0.0,0.0,0.0
79.20448608398438,0.0,0.0,0.0,0.0,0.0
79.20455780029297,0.0,0.0,0.0,0.0,0.0
79.20459594726563,0.0,0.0,0.0,0.0,0.0
79.2044906616211,0.0,0.0,0.0,0.0,0.0
79.2045742034912,0.0,0.0,0.0,0.0,0.0
79.20446662902832,0.0,0.0,0.0,0.0,0.0
79.20420532226562,0.0,0.0,0.0,0.0,0.0
79.20442771911621,0.0,0.0,0.0,0.0,0.0
79.20402946472169,0.0,0.0,0.0,0.0,0.0
79.20424118041993,0.0,0.0,0.0,0.0,0.0
79.20417098999023,0.0,0.0,0.0,0.0,0.0
79.20399436950683,0.0,0.0,0.0,0.0,0.0
79.20391998291015,0.0,0.0,0.0,0.0,0.0
79.20506362915039,0.0,0.0,0.0,0.0,0.0
79.20392227172852,0.0,0.0,0.0,0.0,0.0
79.20444412231446,0.0,0.0,0.0,0.0,0.0
79.20413055419922,0.0,0.0,0.0,0.0,0.0
79.2036247253418,0.0,0.0,0.0,0.0,0.0
79.2036506652832,0.0,0.0,0.0,0.0,0.0
79.20395736694336,0.0,0.0,0.0,0.0,0.0
79.20407752990722,0.0,0.0,0.0,0.0,0.0
79.2046112060547,0.0,0.0,0.0,0.0,0.0
79.20323638916015,0.0,0.0,0.0,0.0,0.0
79.20310592651367,0.0,0.0,0.0,0.0,0.0
79.2037784576416,0.0,0.0,0.0,0.0,0.0
79.20330619812012,0.0,0.0,0.0,0.0,0.0
79.20373458862305,0.0,0.0,0.0,0.0,0.0
79.20350341796875,0.0,0.0,0.0,0.0,0.0
79.20312118530273,0.0,0.0,0.0,0.0,0.0
79.20313949584961,0.0,0.0,0.0,0.0,0.0
79.20317344665527,0.0,0.0,0.0,0.0,0.0
79.20306701660157,0.0,0.0,0.0,0.0,0.0
79.2032257080078,0.0,0.0,0.0,0.0,0.0
79.20343055725098,0.0,0.0,0.0,0.0,0.0
79.20380554199218,0.0,0.0,0.0,0.0,0.0
79.20280036926269,0.0,0.0,0.0,0.0,0.0
79.20371589660644,0.0,0.0,0.0,0.0,0.0
79.20297088623047,0.0,0.0,0.0,0.0,0.0
79.20312309265137,0.0,0.0,0.0,0.0,0.0
79.20303955078126,0.0,0.0,0.0,0.0,0.0
79.2030143737793,0.0,0.0,0.0,0.0,0.0
79.2028865814209,0.0,0.0,0.0,0.0,0.0
79.20284805297851,0.0,0.0,0.0,0.0,0.0
79.20276947021485,0.0,0.0,0.0,0.0,0.0
79.2030532836914,0.0,0.0,0.0,0.0,0.0
79.20267181396484,0.0,0.0,0.0,0.0,0.0
79.20297088623047,0.0,0.0,0.0,0.0,0.0
79.20254669189453,0.0,0.0,0.0,0.0,0.0
79.20220794677735,0.0,0.0,0.0,0.0,0.0
79.20240173339843,0.0,0.0,0.0,0.0,0.0
79.20240631103516,0.0,0.0,0.0,0.0,0.0
79.20293655395508,0.0,0.0,0.0,0.0,0.0
79.20292015075684,0.0,0.0,0.0,0.0,0.0
79.20240783691406,0.0,0.0,0.0,0.0,0.0
79.20227890014648,0.0,0.0,0.0,0.0,0.0
79.20221138000488,0.0,0.0,0.0,0.0,0.0
79.20309562683106,0.0,0.0,0.0,0.0,0.0
79.20276565551758,0.0,0.0,0.0,0.0,0.0
79.20306396484375,0.0,0.0,0.0,0.0,0.0
