loss,acc,val_loss,val_acc
1.3662135601043701,33.954,1.4606556122816061,45.46
1.2893999814987183,49.88,1.3119326505479934,51.910000000000004
1.1264002323150635,57.24399999999999,1.2023107235944723,56.74
0.9797290563583374,62.239999999999995,1.1940265584595595,58.34
1.0861947536468506,66.452,1.193712232988092,58.940000000000005
0.9567395448684692,70.012,1.114800876454462,61.73
0.8435250520706177,73.82,1.1510929555832585,60.62
0.4910411834716797,77.224,1.2233228992812242,60.919999999999995
0.680443286895752,80.386,1.2210899802702893,61.35
0.5346871018409729,82.994,1.3823132552678072,60.69
0.4166989326477051,85.502,1.443152303182626,60.67
0.2876022756099701,87.466,1.4886481807201724,61.47
0.16405749320983887,93.78800000000001,1.6151870768281478,62.71
0.10963426530361176,95.316,1.7188829515553727,62.8
0.16245746612548828,96.052,1.8521406665632996,62.949999999999996
0.10669885575771332,96.712,1.9548383083524583,62.4
