loss,acc,val_loss,val_acc
1.632453441619873,27.535999999999998,2.3930335956014646,12.58
1.7720069885253906,40.611999999999995,2.3334419355270968,16.63
1.4321651458740234,47.980000000000004,2.3740639489167816,18.52
1.4290616512298584,53.974,2.366410587243973,20.119999999999997
1.4330915212631226,58.412,2.745172576539835,18.490000000000002
1.9510371685028076,62.306,3.225165886484134,12.740000000000002
1.5385606288909912,65.438,3.1812914860476353,16.669999999999998
1.2844434976577759,68.37,3.62847535017949,13.04
0.950412929058075,73.78,3.3123312679825316,14.499999999999998
0.885007381439209,74.79,3.201337035294551,15.939999999999998
1.2542452812194824,75.394,3.6105917897194053,12.389999999999999
0.5653467178344727,76.03999999999999,3.7403644999121406,12.790000000000001
