loss,acc,val_loss,val_acc
1.961571455001831,24.07,1.9956913507437404,30.86
1.9676790237426758,31.842,1.8926735527907745,35.06
1.7386935949325562,35.266,1.833263081840322,36.809999999999995
1.7863422632217407,37.175999999999995,1.7869790867914128,38.48
1.8101348876953125,38.538,1.753840576244306,39.589999999999996
1.80960214138031,39.474,1.7299905185458027,40.19
1.676281213760376,40.19,1.708816633948797,40.86
1.6589711904525757,41.11,1.689353810080999,41.39
1.6469624042510986,41.68,1.6726166628584076,42.18
1.7151368856430054,42.302,1.6572684155234807,42.49
1.7169287204742432,43.124,1.6432607626613183,43.13
1.5709524154663086,43.632,1.629996882209295,43.39
1.7342290878295898,44.278,1.6173545740827728,43.76
1.5192599296569824,44.632,1.6053963809073726,44.519999999999996
1.5057237148284912,45.266,1.5955073109155968,44.96
1.6531693935394287,45.604,1.585199600533594,45.28
1.6805975437164307,46.117999999999995,1.57582426071167,45.53
1.7663819789886475,46.442,1.565582488156572,45.98
1.5294463634490967,46.776,1.5571713009967079,46.42
1.7201114892959595,47.138000000000005,1.5504175635832775,46.18
1.5571725368499756,47.542,1.5395040844060197,46.81
1.195987343788147,47.838,1.5324112056176873,47.06
1.547729253768921,48.174,1.524424282810356,47.55
1.3063323497772217,48.418,1.5175025523463381,47.94
1.30875563621521,48.832,1.5097520155242727,48.03
1.420885682106018,49.116,1.5003881016864051,48.43
1.4231308698654175,49.437999999999995,1.4946579103228412,48.25
1.3068325519561768,49.722,1.4865463368500336,48.74
1.5002899169921875,50.058,1.4793627518641799,48.730000000000004
1.4078962802886963,50.273999999999994,1.473144102700149,49.02
1.3842823505401611,50.568000000000005,1.4656676627412628,49.33
1.3316001892089844,50.848000000000006,1.4592449634890012,49.419999999999995
1.3752567768096924,51.11,1.454110955890221,49.18
1.2849462032318115,51.306,1.448170797734321,49.71
1.3909428119659424,51.690000000000005,1.4410498474217668,49.82
1.4432075023651123,51.894,1.436769508108308,50.3
1.5405813455581665,52.134,1.4318040035947968,50.31
1.347428560256958,52.370000000000005,1.4262286137930955,50.12
1.421294093132019,52.547999999999995,1.4210900083372864,50.239999999999995
1.3808995485305786,52.88,1.4156956612309324,50.519999999999996
1.3163045644760132,52.982,1.4109121651589116,50.83
1.6908727884292603,53.31,1.4068439429319357,51.0
1.4902842044830322,53.432,1.4038099231599253,51.11
1.218672513961792,53.714,1.3994259306147128,51.17
1.4384539127349854,54.0,1.395808683166021,51.22
1.4881480932235718,54.076,1.3930979212628136,51.339999999999996
1.280360460281372,54.356,1.3885159417043758,51.53
1.1988073587417603,54.602,1.385175931302807,51.28
1.4484150409698486,54.769999999999996,1.3819213441655607,51.68000000000001
1.3016166687011719,54.949999999999996,1.3774239790590503,52.059999999999995
