loss,acc,val_loss,val_acc
1.7234970331192017,28.406,1.7343434940410565,36.32
1.4048389196395874,40.576,1.5149090697493734,44.57
1.3799498081207275,47.518,1.430812176269821,48.02
1.3021457195281982,52.949999999999996,1.3588454421562484,51.64
1.158898115158081,57.098000000000006,1.1854548823984363,57.52
1.0541828870773315,60.684000000000005,1.2550858229021482,55.74
1.0891327857971191,63.39399999999999,1.1054284255715865,59.78
1.0161978006362915,66.452,1.0219267403023153,63.05
0.8984395265579224,68.976,1.1144456591787217,61.199999999999996
0.839404284954071,71.32,0.9656445595282542,65.58
0.7654343843460083,73.906,1.072245111193838,63.44
0.8268232345581055,75.78,0.9619308483751514,66.07
0.6697267889976501,78.11399999999999,0.9502096998540661,67.5
0.8238047361373901,79.994,1.0586425805393653,64.36
0.5304280519485474,81.75200000000001,0.8955360303951215,69.37
0.5762822031974792,84.05,1.00951357053805,66.89
0.43209677934646606,85.84,1.1098650414732438,65.79
0.434140682220459,87.312,1.0188139450700977,67.34
0.4290087819099426,89.122,0.9910693296903297,68.17999999999999
0.4285523295402527,90.402,1.3130483053907562,61.95
0.3821031451225281,91.708,1.246711115293865,62.86000000000001
0.2099362313747406,97.336,0.6433996565734283,78.66
0.14862191677093506,98.68599999999999,0.6417511671404296,78.7
0.09490519762039185,99.062,0.6531141226804709,78.42
0.1591155081987381,99.32,0.6497832457476025,78.4
0.09319847822189331,99.452,0.6556604813925827,78.25
0.09491361677646637,99.568,0.6570639821547496,78.69
0.08049817383289337,99.592,0.6575942790206475,78.44
0.09907369315624237,99.684,0.6590242057661467,78.25999999999999
0.08107631653547287,99.77000000000001,0.6602280773694003,78.4
0.0638107880949974,99.756,0.6606949967674062,78.51
0.08316242694854736,99.78200000000001,0.6571671147889728,78.31
0.0538194477558136,99.774,0.6593639990196952,78.24
