loss,acc,val_loss,val_acc
1.8637828826904297,26.642,1.974936622607557,31.630000000000003
1.81452214717865,32.616,1.905863037592248,34.74
1.8344846963882446,34.839999999999996,1.8658678999430016,36.36
1.7350555658340454,36.42,1.8370985864083977,37.36
1.7562748193740845,37.413999999999994,1.813112242312371,38.37
1.7996492385864258,38.204,1.794035493573056,39.019999999999996
1.831613302230835,38.754,1.7773752725577052,39.6
1.882025957107544,39.326,1.7646346937251995,39.62
1.8121681213378906,39.489999999999995,1.7552153188971025,39.79
1.7153682708740234,39.796,1.747490934178799,40.22
1.7250516414642334,40.176,1.7399472782883463,40.44
1.6982190608978271,40.394000000000005,1.734320195415352,40.62
1.7060531377792358,40.658,1.7291215462020681,40.68
1.7729072570800781,40.762,1.7242537344558329,41.05
1.6157182455062866,41.014,1.7196512644803976,41.31
1.6288373470306396,41.25,1.7153542886806439,41.46
1.7625267505645752,41.3,1.7111317070224616,41.55
1.6777786016464233,41.6,1.7084566550918772,41.65
1.815272331237793,41.656,1.7050168936765646,41.699999999999996
1.7237770557403564,41.852000000000004,1.7019525057152858,41.949999999999996
1.7343441247940063,42.026,1.6987491936623296,41.9
1.7074512243270874,42.042,1.6959363976611366,42.11
1.481217622756958,42.120000000000005,1.69377372687376,42.14
1.807294249534607,42.282,1.6912772383870958,42.1
1.8006207942962646,42.27,1.6891825244396548,42.32
1.6576629877090454,42.526,1.6872771223889123,42.24
1.701897382736206,42.592,1.6849779961984368,42.15
1.5663065910339355,42.596000000000004,1.6831274062772341,42.059999999999995
1.6530845165252686,42.594,1.6812987071049363,42.35
1.7542870044708252,42.730000000000004,1.679322340820409,42.309999999999995
1.523257851600647,42.754,1.6780824057663544,42.22
1.7193307876586914,42.937999999999995,1.6770174880571003,42.58
1.8716957569122314,42.846000000000004,1.6749500292765944,42.5
1.53522527217865,43.014,1.6744521463973612,42.57
1.6471517086029053,43.002,1.6717676648610755,42.78
1.7786680459976196,43.04,1.670779235755341,42.78
1.724104881286621,43.096000000000004,1.6691257893284666,42.730000000000004
1.5609161853790283,43.230000000000004,1.6679786202273792,42.77
1.672879934310913,43.028,1.6667737462852574,42.89
1.6976381540298462,43.24,1.6657297973391376,42.870000000000005
1.6448466777801514,43.354,1.6652070646044574,42.9
1.6215133666992188,43.362,1.6636293492739713,43.059999999999995
1.6169989109039307,43.391999999999996,1.6621906485738633,42.99
1.6842445135116577,43.436,1.6611386975155602,43.28
1.6614024639129639,43.446,1.6610164219820047,43.22
1.7157495021820068,43.588,1.6590701764142965,43.14
1.7277692556381226,43.596000000000004,1.6582705280448817,43.28
1.7823429107666016,43.628,1.656873116010352,43.3
1.799574851989746,43.772,1.6563747668568092,43.44
1.6135828495025635,43.704,1.6551747608788405,43.22
