loss,acc,val_loss,val_acc
2.282707929611206,11.324,2.292504235158993,12.09
2.28702974319458,12.092,2.2781446674202064,12.809999999999999
2.2418978214263916,12.681999999999999,2.265176426006269,13.459999999999999
2.2507858276367188,13.74,2.250961297675024,14.510000000000002
2.2787981033325195,15.242,2.2378436432609075,16.98
2.2040820121765137,17.548,2.2240019025681894,19.97
2.228971242904663,19.022,2.206530009643941,20.330000000000002
2.1700801849365234,19.726,2.191963135441647,21.2
2.146352767944336,20.454,2.1771644338776794,21.98
2.189004421234131,21.012,2.1648139802715445,22.400000000000002
2.230630397796631,21.6,2.1490560573867605,22.919999999999998
2.1548964977264404,21.928,2.137800859499581,23.01
2.0909523963928223,22.358,2.1207285229163833,23.61
2.0506653785705566,23.054,2.103746673728846,24.07
2.083585023880005,23.474,2.090161785294738,24.3
2.0159661769866943,23.98,2.0716989372349994,24.72
2.0538487434387207,24.412,2.05824906011171,25.380000000000003
2.085946798324585,25.0,2.046907028065452,25.66
2.009547710418701,25.334,2.031138699265975,25.94
2.024064779281616,25.932,2.0189082184924354,26.179999999999996
2.0741889476776123,26.136,2.0054447017138517,26.950000000000003
2.013932704925537,26.728,1.9929387388350088,27.38
2.026822090148926,27.11,1.9848178594927244,27.650000000000002
2.01493501663208,27.6,1.9733179988740366,28.37
1.9733333587646484,27.92,1.9597144368328625,28.88
1.9812402725219727,28.233999999999998,1.9479161410392085,29.409999999999997
1.9696937799453735,28.77,1.9347218652314777,29.799999999999997
1.8240559101104736,29.220000000000002,1.9261205754702604,30.31
1.8685957193374634,29.582000000000004,1.9108990928794765,30.64
1.9162876605987549,29.986,1.9007138451443444,31.04
1.7947633266448975,30.308,1.8895624091353598,31.209999999999997
1.8945003747940063,30.726,1.880667875084696,31.419999999999998
1.9119064807891846,30.891999999999996,1.8678116209899323,31.55
1.8962154388427734,31.269999999999996,1.8588007220739051,32.21
1.837599515914917,31.41,1.851295379143727,32.269999999999996
1.7944738864898682,31.652,1.842425148698348,32.49
1.770054578781128,31.994,1.8326306539245798,32.800000000000004
1.710569977760315,32.128,1.8232687123214142,33.11
1.8569778203964233,32.442,1.8214604839493957,32.82
1.8413403034210205,32.56,1.8097814110260975,33.06
1.780501127243042,32.73,1.8023236265665368,33.39
1.8390140533447266,33.013999999999996,1.7972309574296204,33.550000000000004
1.7356469631195068,33.222,1.7896012218692634,33.71
1.8283497095108032,33.546,1.7824139745929573,33.839999999999996
1.7912744283676147,33.884,1.7790683915343466,34.089999999999996
1.6646077632904053,34.028000000000006,1.773640357995335,34.38
1.802854299545288,34.138000000000005,1.767848309082321,34.73
1.754568338394165,34.274,1.760799246498301,34.65
1.780458688735962,34.73,1.7530721923972987,34.81
1.7760512828826904,34.86,1.7483057025112683,35.0
