loss,acc,val_loss,val_acc
2.173776388168335,16.044,2.1891254756101377,19.7
2.3027658462524414,20.966,2.122845233625667,22.71
2.3643391132354736,24.186,2.024486358757991,27.0
1.8763902187347412,27.062,1.9660775327378777,28.33
1.786639928817749,28.536,1.9172867187269174,30.409999999999997
1.8091387748718262,30.320000000000004,1.8664477167615465,32.62
1.705683946609497,31.586,1.8346967727515349,33.89
1.8888413906097412,32.507999999999996,1.8078890385901092,34.01
1.7581651210784912,33.638,1.7639214195263613,35.06
2.2680165767669678,34.58,1.7410263924082374,35.75
1.8656556606292725,35.762,1.7020433298341788,37.330000000000005
1.846251130104065,36.464,1.6759456851679808,38.190000000000005
1.4985414743423462,37.478,1.6592608432101597,38.67
1.8401670455932617,38.416,1.6347384445226876,39.589999999999996
1.4114316701889038,39.024,1.6207405161705746,40.58
1.893364667892456,39.876,1.6011926095197155,40.8
1.7949105501174927,40.648,1.5768046538541272,41.449999999999996
1.6810499429702759,41.099999999999994,1.559663613131092,42.29
1.7962754964828491,42.252,1.5455973611515799,42.99
1.9455649852752686,42.484,1.52874865881197,43.45
1.7353252172470093,43.376,1.524158322887056,43.980000000000004
1.539829134941101,43.964,1.5082009635913145,44.78
1.4587994813919067,44.544,1.4931045148023374,45.16
1.7773219347000122,45.134,1.4688830246591265,46.12
1.2976192235946655,45.796,1.4611542126175705,46.239999999999995
1.7778466939926147,46.388,1.4656618765205334,46.82
1.6088957786560059,46.946,1.4354020266016578,47.56
1.6128816604614258,47.404,1.4322179935540362,48.36
1.6489254236221313,48.168,1.4148365729933332,47.839999999999996
1.2351820468902588,48.614000000000004,1.397398023848321,48.74
1.761220097541809,49.15,1.3871065681907022,48.82
1.423771619796753,49.604,1.3722028018562658,49.93
1.46648108959198,50.083999999999996,1.3591092919847767,50.01
1.7603679895401,50.684,1.3513487281313368,51.29
1.731471300125122,51.373999999999995,1.3448375843133136,50.63999999999999
1.8524203300476074,51.751999999999995,1.3238278832405237,52.03
1.7769935131072998,52.568000000000005,1.3133826403860833,52.400000000000006
1.6590099334716797,52.762,1.306668657785768,52.59
0.917584240436554,53.012,1.2865230296827426,53.42
1.231136679649353,53.844,1.2766773279305477,53.769999999999996
1.2466788291931152,54.262,1.2666688652554894,54.59
1.1846083402633667,54.86600000000001,1.2608044113323187,54.52
1.2108806371688843,55.152,1.2540078808547586,54.26
1.6338282823562622,55.698,1.240304422226681,55.47
1.6239566802978516,55.894,1.256918751130438,54.36
1.4199318885803223,56.594,1.245452869090305,55.02
1.0951287746429443,56.846,1.2223197787430635,55.66
1.3360050916671753,57.358,1.2081700164800997,56.379999999999995
1.075297474861145,57.63399999999999,1.2123776522411662,56.169999999999995
0.9383817315101624,57.972,1.198077928868069,56.84
