loss,acc,val_loss,val_acc
2.3019003868103027,9.89,2.302632476710066,10.0
2.303438186645508,9.950000000000001,2.302615998666498,10.0
2.302279233932495,9.918000000000001,2.3026058643679077,10.0
2.302778482437134,9.854000000000001,2.3025974623764616,10.0
2.3027617931365967,9.976,2.302591713168953,10.0
2.3021912574768066,10.0,2.302586564534827,10.0
2.3022072315216064,9.879999999999999,2.3025821221025686,10.0
2.303135395050049,10.0,2.3025819198994695,10.0
2.3028266429901123,10.0,2.302581548690796,10.0
2.303274631500244,10.0,2.3025814249545715,10.0
2.302445650100708,10.0,2.3025810024406335,10.0
2.301924467086792,10.0,2.302580930009673,10.0
2.302553653717041,10.0,2.3025805527650856,10.0
2.302769184112549,10.0,2.3025804954239084,10.0
2.3024182319641113,10.0,2.302580510513692,10.0
2.303865909576416,10.0,2.302580510513692,10.0
2.3037285804748535,10.0,2.302580531639389,10.0
2.3022446632385254,10.0,2.302580429028861,10.0
2.302598476409912,10.0,2.3025804954239084,10.0
2.303598403930664,10.0,2.3025804742982117,10.0
2.3021185398101807,10.0,2.3025804561904715,10.0
2.3029682636260986,10.0,2.302580450154558,10.0
2.3028292655944824,10.0,2.3025804139390775,10.0
2.302402973175049,10.0,2.3025804471366014,10.0
2.3020758628845215,10.0,2.302580459208428,10.0
2.302561044692993,10.0,2.302580459208428,10.0
2.3032453060150146,10.0,2.302580459208428,10.0
2.302495002746582,10.0,2.302580462226385,10.0
2.3031563758850098,10.0,2.3025804742982117,10.0
2.3030338287353516,10.0,2.302580468262298,10.0
2.302471876144409,10.0,2.3025804742982117,10.0
2.302922010421753,10.0,2.3025804652443416,10.0
2.302319049835205,10.0,2.3025804652443416,10.0
