loss,acc,val_loss,val_acc
1.609635591506958,32.278,1.7865841479241094,37.26
1.7905079126358032,38.478,1.7298890850212,39.129999999999995
1.5982375144958496,40.400000000000006,1.6999624197996115,40.17
1.5311018228530884,41.67,1.6785898948017555,40.910000000000004
1.7595927715301514,42.58,1.6642495137226732,41.86
1.5803399085998535,43.258,1.6519813386699822,42.21
1.6043446063995361,43.82,1.6425373297703416,42.14
1.8219581842422485,44.51,1.629878792581679,42.99
1.6599127054214478,44.978,1.622196324263947,43.07
1.6384702920913696,45.440000000000005,1.6140976359572592,43.19
1.6314958333969116,45.86,1.6052184753780123,44.04
1.3655831813812256,46.356,1.593104830271081,44.43
1.583038568496704,46.623999999999995,1.5883412059349349,44.34
1.8295091390609741,47.036,1.5810447327698334,44.86
1.5581390857696533,47.260000000000005,1.5782064395614817,44.67
1.6619411706924438,47.602,1.5682307481765747,45.300000000000004
1.6128599643707275,47.93,1.566336695151993,45.0
1.6282879114151,48.126000000000005,1.5624937784822681,45.35
1.423733115196228,48.234,1.5593927057483528,45.2
1.481163501739502,48.65,1.5579106324835668,45.2
1.3243348598480225,48.818,1.5553464406653295,45.51
1.3308347463607788,49.038,1.5494870928269397,45.769999999999996
1.4806023836135864,49.186,1.5474952202809007,45.71
1.3517913818359375,49.38,1.5472415036792997,45.71
1.410253643989563,49.582,1.5427519052843504,45.81
1.4376238584518433,49.736000000000004,1.5400539108469515,46.239999999999995
1.1912894248962402,49.824,1.5402440466458285,46.25
1.4293968677520752,50.17,1.538500038883354,46.29
1.2143770456314087,50.16199999999999,1.536026271083687,46.17
1.4726345539093018,50.306,1.5351115902767907,45.82
1.2603759765625,50.538000000000004,1.5336669653276853,46.239999999999995
1.583335280418396,50.70400000000001,1.5326361973074418,46.37
1.4025754928588867,50.852,1.5303854731064808,46.14
1.353615641593933,50.83800000000001,1.5296195549300955,46.2
1.4654616117477417,51.0,1.5264374576037443,46.44
1.2989115715026855,51.284,1.5251503035992007,46.739999999999995
1.4214192628860474,51.282000000000004,1.527351984494849,46.48
1.361574411392212,51.449999999999996,1.524858053726486,46.12
1.5157992839813232,51.641999999999996,1.5284355411046668,46.12
1.3956738710403442,51.67,1.5198603943933415,46.72
1.3385443687438965,51.732,1.518428112887129,46.53
1.4101439714431763,51.815999999999995,1.5168086245090147,46.44
1.3934059143066406,52.024,1.5252983011776888,46.550000000000004
1.606276512145996,52.112,1.5190271259863166,46.57
1.4734240770339966,52.176,1.5232573536377918,46.46
1.4976682662963867,52.39,1.5181764379332336,46.910000000000004
1.2642889022827148,52.56999999999999,1.5165067624442186,46.650000000000006
1.3883755207061768,52.576,1.5140407930446576,46.650000000000006
1.3720721006393433,52.672,1.5173452398445033,46.52
1.1058270931243896,52.524,1.5158292447464377,46.83
